"fdeliver_status","price","fpaymentmode","logisticr","cust_rating","shipment_hr","fnotify","fweather","fcust_avail","dist_warehouse","profit_pr","order_date","shipment_date","expected_delivery","remaining","ftracking","consignment_wt","empolyee_number"
"no",11723,"credit",52,100,122,"yes","good","yes",157,10.3846271307942,2018-01-25,2018-01-28,2018-02-02,54,"RFID",2.2798073113453,381
"yes",12497,"cash",12,72,123,"yes","good","yes",53,11.6004482021481,2018-11-28,2018-11-30,2018-12-08,58,"RFID",2.59044395590165,394
"yes",11745,"debit",57,40,124,"yes","good","no",102,10.2632715190959,2018-02-07,2018-02-11,2018-02-17,49,"GPRS",3.97084368202887,401
"yes",9953,"online",56,2,125,"yes","good","yes",42,9.94680310363704,2018-05-01,2018-05-06,2018-05-07,1,"GPRS",2.73394001029576,400
"yes",12561,"cash",71,100,126,"yes","good","yes",98,11.4677071525782,2018-11-06,2018-11-10,2018-11-15,66,"GPRS",2.29478888069155,374
"no",7481,"online",78,5,127,"yes","good","yes",177,10.4978218586463,2018-10-30,2018-11-04,2018-11-09,15,"GPRS",2.30783543662504,392
"no",13220,"cash",72,3,128,"yes","good","yes",158,10.784108774334,2018-03-14,2018-03-19,2018-03-24,48,"RFID",4.39480698248141,391
"yes",11054,"cash",90,14,129,"no","good","yes",143,11.3086952411005,2018-05-29,2018-05-30,2018-06-04,86,"GPRS",3.3375084275748,373
"yes",13333,"credit",100,2,130,"yes","good","yes",195,7.66694411280742,2018-02-05,2018-02-10,2018-02-12,79,"RFID",2.69848442480808,405
"yes",13822,"online",21,25,131,"yes","good","yes",184,12.2247756728521,2018-07-09,2018-07-12,2018-07-17,64,"GPRS",4.03252433038036,409
"yes",8673,"online",29,93,132,"yes","good","yes",154,9.83210736245386,2018-05-26,2018-05-29,2018-06-04,58,"GPRS",3.83550795416645,376
"yes",6778,"debit",16,92,133,"yes","good","no",17,12.7386395133646,2018-06-02,2018-06-06,2018-06-12,7,"RFID",3.7384548281761,400
"yes",7007,"cash",76,100,134,"yes","good","yes",120,9.5505508578915,2018-08-02,2018-08-03,2018-08-10,99,"RFID",3.19732536326425,378
"yes",14922,"online",15,32,135,"yes","bad","yes",75,9.28165930241504,2018-11-06,2018-11-09,2018-11-16,6,"RFID",4.30224962014765,385
"yes",6272,"cash",82,74,136,"yes","good","yes",83,7.42102458497818,2018-04-20,2018-04-24,2018-04-27,73,"GPRS",4.12049043258282,391
"yes",4758,"cash",25,100,137,"yes","good","yes",8,9.43626992857298,2018-09-11,2018-09-16,2018-09-19,6,"RFID",3.42303603108642,397
"yes",6581,"debit",58,48,138,"no","good","yes",173,10.1091180418631,2018-04-01,2018-04-06,2018-04-09,70,"GPRS",2.65758809106114,385
"yes",12760,"cash",46,67,139,"yes","good","no",24,11.9756044923787,2018-06-18,2018-06-20,2018-06-26,71,"GPRS",2.38496489797642,399
"yes",2443,"online",52,98,140,"yes","good","yes",20,10.8382164074995,2018-03-26,2018-03-27,2018-04-04,60,"RFID",1.67495185406403,406
"yes",4040,"debit",69,37,141,"yes","good","yes",70,11.4321956013597,2018-07-27,2018-07-31,2018-08-02,85,"GPRS",1.95796386460092,401
"yes",496,"debit",51,52,142,"yes","good","no",41,9.10674183455027,2018-11-02,2018-11-07,2018-11-08,34,"RFID",3.78251993945309,395
"yes",6932,"debit",14,63,143,"yes","bad","yes",0,13.3430371685486,2018-05-17,2018-05-22,2018-05-25,49,"GPRS",2.76689781555096,375
"yes",6698,"debit",42,52,144,"yes","good","yes",87,12.8019706245133,2018-02-02,2018-02-04,2018-02-12,78,"GPRS",2.50226798525413,390
"yes",5389,"cash",21,29,145,"yes","good","yes",137,9.78224527969037,2018-01-03,2018-01-05,2018-01-11,46,"GPRS",1.5859389588679,378
"yes",14057,"debit",33,71,146,"no","good","yes",152,11.1887325406127,2018-05-15,2018-05-17,2018-05-21,99,"RFID",4.22128460937823,410
"no",8687,"cash",21,55,147,"no","good","yes",155,8.97129587486905,2018-10-11,2018-10-12,2018-10-18,97,"GPRS",2.87157569558397,370
"yes",4788,"online",37,54,148,"yes","good","yes",126,10.0261177631936,2018-04-19,2018-04-20,2018-04-26,92,"RFID",2.76789222979039,402
"yes",7051,"cash",18,75,149,"yes","good","yes",60,8.89616827873909,2018-02-10,2018-02-15,2018-02-17,85,"GPRS",2.22635772415944,380
"yes",9034,"cash",51,35,150,"yes","good","yes",122,10.1497617780807,2018-02-13,2018-02-18,2018-02-22,4,"GPRS",2.43408867038239,385
"yes",2071,"debit",75,39,151,"yes","bad","yes",92,10.0756802928698,2018-09-21,2018-09-23,2018-10-01,21,"GPRS",2.63259078592716,388
"yes",6027,"online",59,53,152,"yes","good","no",200,6.38824484585192,2018-09-28,2018-09-29,2018-10-08,43,"GPRS",2.53864916006162,390
"yes",5613,"cash",40,77,153,"no","good","yes",156,9.32086313224376,2018-07-12,2018-07-14,2018-07-21,47,"RFID",3.00930564363674,370
"yes",4303,"credit",44,14,154,"yes","good","no",35,8.7893523936314,2018-03-11,2018-03-12,2018-03-20,21,"GPRS",2.58815490402883,383
"yes",9763,"cash",90,33,155,"yes","good","no",135,7.09077135677623,2018-06-21,2018-06-25,2018-06-27,90,"GPRS",4.16365411042774,383
"yes",12310,"credit",97,45,156,"yes","good","yes",95,11.3442537182143,2018-08-08,2018-08-12,2018-08-14,72,"GPRS",3.31935010347662,408
"yes",14692,"debit",39,56,157,"yes","good","no",0,8.44725563111262,2018-03-25,2018-03-26,2018-04-03,65,"GPRS",2.84445344871301,370
"yes",14491,"debit",56,43,158,"yes","good","no",183,12.0562676458569,2018-06-16,2018-06-21,2018-06-22,98,"RFID",3.00195786666082,400
"yes",4969,"cash",88,70,159,"yes","good","yes",2,11.2842676662454,2018-03-30,2018-04-03,2018-04-08,63,"RFID",1.94585974451015,394
"yes",4492,"cash",85,81,160,"yes","good","yes",167,8.07140712311245,2018-12-07,2018-12-09,2018-12-13,17,"GPRS",2.69067359239319,375
"yes",7675,"cash",57,44,161,"no","good","yes",32,13.0475598759721,2018-08-01,2018-08-02,2018-08-09,91,"RFID",2.30643530668963,394
"yes",11488,"debit",85,9,162,"yes","good","yes",30,6.64595176207959,2018-06-12,2018-06-14,2018-06-20,78,"GPRS",3.66648337345292,377
"yes",725,"credit",36,98,163,"yes","good","no",55,7.85088681934184,2018-09-20,2018-09-21,2018-09-27,68,"GPRS",3.95353235920718,385
"yes",716,"debit",24,58,164,"yes","good","yes",66,10.4912280966956,2018-12-12,2018-12-16,2018-12-18,42,"GPRS",3.26897073519732,376
"yes",178,"cash",34,20,165,"yes","good","no",154,8.03968960680581,2018-12-08,2018-12-11,2018-12-18,84,"GPRS",3.47932244142593,377
"yes",3747,"cash",68,99,166,"yes","good","no",200,11.262076891724,2018-04-22,2018-04-25,2018-05-01,48,"GPRS",2.86999920245858,373
"yes",11647,"cash",15,30,167,"no","good","yes",90,15.1072517069532,2018-06-03,2018-06-06,2018-06-11,95,"GPRS",3.18763619724429,388
"yes",11667,"debit",35,65,168,"yes","good","yes",147,9.33045695273888,2018-03-02,2018-03-07,2018-03-09,69,"GPRS",2.72731096952258,385
"yes",7172,"cash",53,46,169,"yes","bad","yes",187,13.1331081713729,2018-12-02,2018-12-07,2018-12-09,10,"RFID",3.80609718056243,393
"yes",10378,"credit",36,90,170,"yes","good","yes",61,8.13211501522754,2018-09-25,2018-09-29,2018-10-05,12,"GPRS",2.18108329226972,393
"yes",266,"cash",25,59,171,"no","good","yes",132,9.82264810691735,2018-01-25,2018-01-29,2018-01-31,84,"GPRS",3.17324725099834,372
"yes",2591,"cash",57,1,172,"yes","good","yes",8,6.5325308982561,2018-06-08,2018-06-09,2018-06-16,43,"GPRS",3.46832773040355,397
"yes",693,"cash",100,5,173,"yes","good","no",110,10.2664743407577,2018-06-05,2018-06-10,2018-06-11,24,"GPRS",3.50371785619988,378
"yes",4500,"cash",15,49,174,"no","good","yes",96,13.9335371035518,2018-01-14,2018-01-19,2018-01-22,82,"GPRS",2.61581251752923,406
"yes",8621,"online",89,14,175,"yes","good","yes",119,11.3601563304482,2018-05-09,2018-05-14,2018-05-18,4,"RFID",3.90646253452636,392
"yes",13850,"debit",12,19,176,"yes","good","no",10,10.4385130433426,2018-03-04,2018-03-06,2018-03-12,27,"RFID",3.04844492205014,389
"yes",1253,"debit",28,33,177,"yes","good","yes",187,5.98331622010773,2018-09-10,2018-09-11,2018-09-18,60,"GPRS",3.01616807007458,389
"yes",14399,"online",29,82,178,"yes","good","yes",51,12.0677710595855,2018-06-09,2018-06-10,2018-06-19,22,"GPRS",3.19328111994995,405
"yes",12633,"online",85,96,179,"yes","good","no",58,10.3825104828643,2018-04-10,2018-04-14,2018-04-20,97,"GPRS",3.25346514280417,379
"yes",9198,"cash",82,5,180,"yes","good","no",90,9.88733131322151,2018-03-11,2018-03-15,2018-03-21,95,"GPRS",3.80734906584693,408
"yes",11310,"online",15,5,181,"yes","good","no",156,12.1255677775754,2018-03-25,2018-03-29,2018-04-02,68,"RFID",2.39954629571035,384
"yes",3258,"cash",75,33,182,"no","good","no",21,11.9162629085757,2018-09-24,2018-09-25,2018-10-02,37,"RFID",3.23174106745909,376
"yes",13190,"credit",29,96,183,"yes","good","no",190,12.677274569192,2018-11-24,2018-11-27,2018-11-30,33,"RFID",2.20516457585346,408
"yes",11326,"online",12,12,184,"yes","good","yes",0,7.79584935969668,2018-01-13,2018-01-17,2018-01-19,8,"GPRS",3.26281737789294,387
"yes",4083,"debit",78,80,185,"no","good","yes",134,7.2496056171497,2018-06-10,2018-06-12,2018-06-20,76,"GPRS",4.18281299046548,401
"yes",11053,"cash",47,83,186,"yes","good","no",155,12.9880788837263,2018-06-23,2018-06-28,2018-06-30,100,"RFID",3.01087389097538,392
"yes",8702,"debit",33,77,187,"yes","good","no",181,11.0282829988458,2018-03-10,2018-03-11,2018-03-17,16,"RFID",3.12877071785502,390
"yes",569,"online",21,36,188,"no","good","yes",5,10.6052795509509,2018-07-27,2018-07-28,2018-08-06,76,"GPRS",2.80818406838013,387
"yes",9053,"cash",63,26,189,"yes","good","yes",186,12.1965374337771,2018-07-13,2018-07-16,2018-07-23,30,"GPRS",3.93223666151511,378
"no",2870,"cash",88,44,190,"yes","good","no",168,11.9207873809447,2018-09-03,2018-09-06,2018-09-12,34,"GPRS",3.68508492771552,394
"yes",7437,"debit",13,76,191,"yes","good","yes",127,9.36021081226346,2018-11-17,2018-11-21,2018-11-26,97,"GPRS",3.90916278524765,390
"no",2834,"credit",66,47,192,"yes","good","no",48,7.42288239639995,2018-01-07,2018-01-11,2018-01-14,44,"RFID",2.52156022980467,372
"yes",5459,"online",54,55,193,"yes","good","yes",7,7.1456877873551,2018-11-09,2018-11-13,2018-11-17,98,"GPRS",2.8393102277696,396
"yes",3126,"debit",20,32,194,"no","good","no",101,9.53237537579734,2018-02-19,2018-02-21,2018-03-01,42,"RFID",3.06113499655489,387
"yes",12007,"online",37,8,195,"yes","good","yes",137,9.18817107970174,2018-09-14,2018-09-15,2018-09-22,8,"GPRS",2.63221915827318,394
"yes",1342,"debit",57,72,196,"yes","good","yes",40,9.503249993728,2018-07-31,2018-08-03,2018-08-06,12,"GPRS",3.95336267812027,382
"yes",7843,"debit",91,68,24,"no","good","yes",142,8.97579717682581,2018-11-13,2018-11-16,2018-11-21,57,"RFID",3.84552214335391,407
"yes",10638,"cash",34,68,25,"no","good","yes",177,8.93064798820937,2018-05-17,2018-05-19,2018-05-25,70,"GPRS",3.19680884036656,400
"yes",1491,"online",73,39,26,"yes","good","no",111,9.08309989324213,2018-12-09,2018-12-10,2018-12-17,66,"RFID",3.26222483835801,399
"yes",9761,"cash",29,40,27,"yes","good","yes",176,7.29678857580371,2018-06-14,2018-06-18,2018-06-23,77,"GPRS",3.4119269668407,409
"yes",11540,"online",95,80,28,"yes","good","no",87,3.52066429678135,2018-10-31,2018-11-02,2018-11-08,58,"GPRS",2.89486725397067,370
"yes",14573,"debit",57,77,29,"yes","good","no",176,8.66216553513286,2018-07-09,2018-07-12,2018-07-19,63,"GPRS",3.01120027614563,401
"yes",5322,"debit",37,24,30,"yes","good","yes",195,10.6614381487931,2018-06-01,2018-06-03,2018-06-11,27,"GPRS",1.77178645164386,400
"yes",6671,"credit",74,55,31,"yes","good","no",186,16.1319577102226,2018-04-30,2018-05-01,2018-05-06,84,"GPRS",3.77675909264295,392
"yes",9340,"credit",63,77,32,"yes","good","yes",184,8.8612792627545,2018-03-23,2018-03-26,2018-04-01,39,"GPRS",4.02628354912441,406
"yes",9946,"cash",35,49,33,"no","good","yes",77,8.07379498284203,2018-09-17,2018-09-22,2018-09-23,9,"RFID",2.93716478692455,370
"yes",12637,"online",33,54,34,"yes","good","no",180,8.22719169564528,2018-07-10,2018-07-11,2018-07-19,29,"GPRS",3.32078701677252,390
"yes",12665,"online",67,100,35,"no","good","yes",98,9.66666285016346,2018-07-01,2018-07-05,2018-07-11,62,"GPRS",3.35481051604248,397
"yes",5100,"debit",96,40,36,"yes","good","yes",123,12.1684456233924,2018-02-24,2018-02-27,2018-03-06,16,"GPRS",3.12135931333678,374
"yes",13783,"cash",30,91,37,"yes","good","yes",200,8.9826557714572,2018-08-19,2018-08-23,2018-08-27,75,"RFID",2.98361925709641,407
"yes",12714,"credit",37,59,38,"yes","bad","no",129,7.03393643335613,2018-01-16,2018-01-20,2018-01-23,85,"RFID",1.94365718672796,386
"yes",12481,"debit",47,100,39,"yes","bad","yes",199,7.89545225189057,2018-06-26,2018-06-27,2018-07-03,71,"GPRS",2.94812649004341,378
"yes",6692,"debit",36,57,40,"yes","good","yes",85,12.3258635111386,2018-05-02,2018-05-04,2018-05-09,14,"GPRS",2.39909258106443,385
"yes",9494,"cash",35,95,41,"yes","good","yes",72,13.3835115030408,2018-01-06,2018-01-08,2018-01-16,35,"GPRS",3.4099452819477,400
"yes",11584,"debit",17,73,42,"yes","good","yes",31,13.5945645485374,2018-12-08,2018-12-12,2018-12-16,64,"GPRS",2.99221756044078,396
"yes",11519,"cash",100,29,43,"no","good","yes",14,8.11267579620417,2018-10-17,2018-10-20,2018-10-25,29,"GPRS",1.87199297105133,389
"yes",3062,"online",59,34,44,"no","good","no",197,9.070064963102,2018-03-15,2018-03-18,2018-03-25,29,"RFID",3.87730299456891,377
"yes",10530,"credit",29,41,45,"yes","good","yes",11,10.2017112175089,2018-03-08,2018-03-13,2018-03-15,78,"RFID",2.85030252360976,384
"yes",3787,"cash",56,53,46,"yes","good","yes",156,9.47140886532655,2018-04-28,2018-05-03,2018-05-08,59,"GPRS",1.8631362690815,404
"yes",11101,"cash",19,57,47,"yes","good","yes",148,7.84562810097568,2018-05-03,2018-05-06,2018-05-13,65,"GPRS",2.65156024807037,381
"yes",5591,"online",34,2,48,"yes","good","no",170,12.264416899582,2018-10-31,2018-11-02,2018-11-09,13,"RFID",3.3869650989215,373
"no",13497,"cash",83,10,49,"no","good","yes",58,11.7000018277218,2018-04-13,2018-04-17,2018-04-22,52,"GPRS",3.18287229611667,382
"yes",1450,"online",77,4,50,"yes","good","no",24,12.3399863570998,2018-10-25,2018-10-29,2018-10-31,39,"RFID",2.64391122538529,409
"yes",11492,"debit",21,10,51,"no","good","yes",11,9.7200060056852,2018-04-15,2018-04-20,2018-04-23,11,"RFID",2.27635860644185,372
"yes",10976,"credit",22,88,52,"yes","good","yes",159,5.5637536573178,2018-08-05,2018-08-07,2018-08-15,54,"GPRS",2.62304890921,371
"yes",9603,"debit",30,79,53,"no","good","yes",20,4.96321069441214,2018-05-06,2018-05-09,2018-05-15,1,"RFID",2.94976224978884,386
"yes",11398,"cash",43,50,54,"yes","good","yes",90,12.3872258359532,2018-12-05,2018-12-07,2018-12-12,5,"RFID",2.60114745660048,407
"yes",2147,"debit",30,74,55,"yes","good","yes",14,10.2858250432167,2018-10-08,2018-10-11,2018-10-15,21,"GPRS",3.14065324072997,377
"no",806,"online",30,82,56,"yes","good","no",149,6.47018676728839,2018-01-08,2018-01-12,2018-01-16,59,"GPRS",3.19943690612143,396
"yes",978,"online",34,99,57,"yes","good","no",5,8.74180349836676,2018-08-09,2018-08-10,2018-08-15,3,"GPRS",3.13191383791647,400
"yes",1787,"cash",13,91,58,"no","good","yes",108,14.7822360681506,2018-11-13,2018-11-17,2018-11-23,19,"GPRS",2.94830792746311,378
"yes",2614,"debit",80,81,59,"no","good","yes",28,12.7545983342332,2018-08-25,2018-08-29,2018-09-02,23,"RFID",3.5114051779214,383
"yes",13099,"debit",69,68,60,"no","good","yes",166,12.1679222567139,2018-03-20,2018-03-24,2018-03-30,93,"GPRS",2.26462913506876,407
"yes",1320,"debit",62,23,61,"yes","bad","yes",105,8.02394556342525,2018-01-27,2018-01-31,2018-02-02,42,"GPRS",4.0910767671884,381
"yes",2513,"cash",38,8,62,"yes","good","no",14,9.48519872677334,2018-12-08,2018-12-13,2018-12-18,32,"GPRS",2.82854074110588,407
"no",6239,"debit",93,8,63,"no","good","yes",155,15.7945438981039,2018-11-26,2018-11-29,2018-12-04,17,"RFID",2.18990916277228,383
"yes",4028,"cash",38,62,64,"yes","good","yes",48,13.5756194090101,2018-11-29,2018-12-03,2018-12-06,44,"GPRS",2.82872318921284,393
"yes",12275,"online",76,10,65,"yes","good","no",100,9.92202182159784,2018-09-05,2018-09-09,2018-09-13,84,"RFID",3.97308468900404,384
"yes",1044,"online",13,94,66,"yes","good","yes",172,11.1178861440246,2018-09-27,2018-09-30,2018-10-04,99,"GPRS",2.71480455140069,386
"yes",821,"debit",27,7,67,"yes","good","yes",50,13.147198640941,2018-09-02,2018-09-06,2018-09-09,5,"GPRS",2.42212561578274,390
"yes",11523,"cash",63,18,68,"yes","good","yes",171,11.8196823303475,2018-06-11,2018-06-13,2018-06-17,28,"GPRS",4.04595028546745,388
"yes",1012,"credit",16,42,69,"yes","good","yes",86,13.4531889482727,2018-07-26,2018-07-31,2018-08-02,98,"RFID",3.37861749506224,388
"yes",859,"online",67,35,70,"yes","good","yes",59,7.70841295978437,2018-06-07,2018-06-12,2018-06-15,75,"RFID",2.23066591036494,379
"yes",13687,"online",96,91,71,"yes","good","yes",163,10.9007823434651,2018-03-12,2018-03-16,2018-03-22,57,"GPRS",3.29218899922927,374
"yes",9291,"credit",99,87,72,"yes","good","yes",59,12.9007415110905,2018-09-29,2018-10-02,2018-10-08,66,"RFID",3.27614176741448,403
"yes",1223,"online",15,97,73,"yes","good","yes",118,13.407633303368,2018-06-28,2018-06-29,2018-07-08,23,"GPRS",2.93286548702525,408
"yes",10572,"online",31,49,74,"yes","good","yes",9,9.13416727009662,2018-02-11,2018-02-12,2018-02-18,29,"RFID",2.77464931266765,382
"yes",13757,"credit",86,20,75,"yes","good","yes",137,12.3598818533715,2018-01-12,2018-01-16,2018-01-19,87,"GPRS",3.76158237174924,392
"yes",6776,"cash",58,18,76,"yes","good","yes",181,10.1837239032743,2018-01-27,2018-01-28,2018-02-06,21,"GPRS",2.8857945763751,408
"yes",12945,"debit",77,83,77,"no","good","yes",134,10.2069702136413,2018-09-24,2018-09-27,2018-10-01,65,"RFID",3.9562011816992,410
"yes",4879,"cash",34,92,78,"no","bad","yes",178,8.79076866529794,2018-06-14,2018-06-18,2018-06-20,63,"GPRS",2.0505915389053,377
"yes",6892,"credit",14,58,79,"yes","bad","yes",185,12.2166822484709,2018-07-08,2018-07-12,2018-07-18,37,"RFID",2.88911014062959,383
"yes",2178,"debit",21,43,80,"no","good","no",75,12.5537233804762,2018-08-04,2018-08-07,2018-08-13,5,"GPRS",2.67983901866375,396
"yes",905,"online",75,83,81,"yes","good","yes",79,11.8156761117207,2018-05-13,2018-05-15,2018-05-23,87,"GPRS",2.44660670075647,389
"yes",2045,"cash",17,79,82,"yes","good","yes",21,11.3454046139708,2018-04-13,2018-04-16,2018-04-19,95,"RFID",2.42976676137179,405
"yes",5914,"cash",91,29,83,"yes","good","yes",83,11.5079709327352,2018-07-22,2018-07-24,2018-07-31,30,"RFID",3.11144075581218,382
"yes",9773,"online",66,2,84,"yes","good","no",56,13.9752810519658,2018-08-15,2018-08-20,2018-08-23,43,"GPRS",1.50740729714643,374
"yes",12420,"online",57,59,85,"yes","good","yes",48,12.9881753972216,2018-11-06,2018-11-09,2018-11-13,99,"GPRS",1.76540218933362,381
"yes",2387,"credit",35,93,86,"yes","good","no",61,11.5866028964592,2018-10-23,2018-10-27,2018-11-02,98,"GPRS",2.46702405643248,370
"yes",11760,"debit",46,90,87,"yes","good","yes",60,8.98953770480001,2018-03-21,2018-03-22,2018-03-30,34,"GPRS",2.74341456641909,384
"yes",2559,"cash",65,52,88,"yes","good","no",148,7.30943888041464,2018-03-28,2018-03-29,2018-04-05,22,"GPRS",2.75286081943262,396
"yes",10579,"online",56,46,89,"yes","good","yes",96,11.9492946880484,2018-10-15,2018-10-18,2018-10-22,90,"GPRS",2.39412902940015,378
"yes",10757,"debit",63,56,90,"yes","good","no",64,10.7192971546609,2018-10-27,2018-10-29,2018-11-04,17,"RFID",2.74377174501342,402
"no",7057,"cash",37,86,91,"yes","good","yes",36,7.8424706541793,2018-02-13,2018-02-16,2018-02-20,84,"RFID",2.28713556152558,386
"yes",9709,"debit",50,40,92,"yes","good","yes",61,7.93063662401344,2018-02-06,2018-02-10,2018-02-12,70,"GPRS",2.26510766194409,402
"yes",4354,"credit",14,30,93,"yes","good","yes",27,10.8183856074976,2018-02-25,2018-02-28,2018-03-07,34,"RFID",1.81518674361475,408
"yes",12704,"cash",80,88,94,"yes","good","yes",148,10.8591812465496,2018-09-13,2018-09-17,2018-09-23,33,"GPRS",3.49537525024493,409
"yes",10224,"online",56,96,95,"yes","good","yes",71,8.30466083904716,2018-02-21,2018-02-26,2018-02-27,77,"GPRS",2.97109351612536,386
"yes",9308,"online",51,60,96,"no","good","yes",103,8.85568269263793,2018-09-22,2018-09-23,2018-10-02,88,"RFID",3.14228076634629,384
"yes",4147,"cash",75,57,97,"no","bad","yes",38,10.7017819462968,2018-10-05,2018-10-07,2018-10-14,47,"GPRS",2.83980476421335,380
"yes",4031,"cash",47,84,98,"yes","good","yes",80,11.855476187398,2018-05-25,2018-05-29,2018-06-01,28,"GPRS",2.67473198245345,371
"yes",8963,"cash",59,70,99,"no","good","no",33,8.68082348982113,2018-05-18,2018-05-21,2018-05-28,4,"RFID",3.74182822858479,371
"yes",14405,"credit",23,87,100,"yes","good","yes",177,9.18546814547044,2018-02-24,2018-02-25,2018-03-06,65,"RFID",3.11054451263099,402
"yes",10633,"online",62,73,101,"no","good","yes",114,10.0433541766253,2018-07-10,2018-07-13,2018-07-19,17,"GPRS",2.15248724660149,401
